the_geom,PHYSICALID,OBJECTID,STNAME_LAB,BOROUGHCOD,SEGMENTLEN,B5SC,BPHYS_ID,PlntSeas
"LINESTRING (-73.98946251878205 40.6306861591102, -73.98725890913234 40.62935523835475)",51054,49525,52 ST,3,780.54247728,309180,351054,Fall15
"LINESTRING (-73.99750245219063 40.60877541185278, -73.99530287929812 40.607444949396104)",51176,49645,81 ST,3,779.71707376,310630,351176,Fall15
"LINESTRING (-73.99530287929812 40.607444949396104, -73.99310450462848 40.606115470430844)",51177,49646,81 ST,3,779.24329834,310630,351177,Fall15
"LINESTRING (-74.01456685489266 40.63757090826413, -74.01236365240294 40.63624213553109)",51359,49827,61 ST,3,779.91863813,309630,351359,Fall15
"LINESTRING (-74.01676837176679 40.63889900848431, -74.01456685489266 40.63757090826413)",51360,49828,61 ST,3,779.39024885,309630,351360,Fall15
"LINESTRING (-74.0208089803582 40.6413395819966, -74.01908019820462 40.64029728856988)",51363,49831,61 ST,3,611.87550017,309630,351363,Fall15
"LINESTRING (-73.99902697120501 40.618029027232055, -73.99658204835401 40.616554738088574)",51383,49851,72 ST,3,865.58119238,310180,351383,Fall15
"LINESTRING (-73.99658204835401 40.616554738088574, -73.9942225369181 40.61513055105101)",51384,49852,72 ST,3,835.67066551,310180,351384,Fall15
"LINESTRING (-73.88640993392967 40.8300588250462, -73.88571143610919 40.83047626200442, -73.88563266878796 40.83064189398917)",52521,50963,W FARMS RD,2,310.12125101,276450,252521,Fall15
"LINESTRING (-73.88761307894656 40.82933741918358, -73.8870972569908 40.829646709233685, -73.88704867814853 40.82967583772041, -73.8870074308985 40.82970056994694, -73.88692092870721 40.8297524356495, -73.88640993392967 40.8300588250462)",52522,50964,W FARMS RD,2,424.19869198,276450,252522,Fall15
"LINESTRING (-73.88805444163225 40.82900884338619, -73.88802964759931 40.82902730108803, -73.88800521439795 40.82904549168772, -73.88761307894656 40.82933741918358)",52523,50965,W FARMS RD,2,171.02714925,276450,252523,Fall15
"LINESTRING (-73.88820543377491 40.82882291143642, -73.88805444281773 40.829008843387335)",52524,50966,W FARMS RD,2,79.5927257,276450,252524,Fall15
"LINESTRING (-73.88894446075325 40.827981986169235, -73.88820543377491 40.82882291143642)",52525,50967,W FARMS RD,2,368.37265363,276450,252525,Fall15
"LINESTRING (-73.89130970306587 40.82498096942496, -73.89135867054813 40.8250126040749, -73.89139714690555 40.82505732293903, -73.89141692679353 40.82511131820766, -73.89141371889785 40.82516730803939, -73.89138953577455 40.825217469016074, -73.89135125300224 40.82525669548631, -73.8908948680671 40.82570523394751)",52528,50970,W FARMS RD,2,321.88812114,276450,252528,Fall15
"LINESTRING (-73.88253341116688 40.84343072543814, -73.8814154900342 40.84284639491429)",52589,51026,E 179 ST,2,375.49679938,227030,252589,Fall15
"LINESTRING (-73.8843948341029 40.83421084309658, -73.88350557534902 40.83390385206246)",52646,51083,E 173 ST,2,270.30463657,226850,252646,Fall15
"LINESTRING (-73.88611054820339 40.83480534586458, -73.88525225286037 40.83451252768085)",52648,51085,E 173 ST,2,260.3684018,226850,252648,Fall15
"LINESTRING (-73.88696214469314 40.8350956837181, -73.88611054820339 40.83480534586458)",52649,51086,E 173 ST,2,258.30625351,226850,252649,Fall15
"LINESTRING (-73.88782013200544 40.83539024479831, -73.88696214469314 40.8350956837181)",52650,51087,E 173 ST,2,260.54966406,226850,252650,Fall15
"LINESTRING (-73.88874437952785 40.835706331201386, -73.88782013200544 40.83539024479831)",52651,51088,E 173 ST,2,280.48687997,226850,252651,Fall15
"LINESTRING (-73.88637622454898 40.83090092616923, -73.8859128785465 40.83167553406124, -73.88538060404306 40.83255976083107)",52693,51130,BOONE AV,2,664.2146623,213620,252693,Fall15
"LINESTRING (-73.88538060404306 40.83255976083107, -73.8843948341029 40.83421084309658)",52694,51131,BOONE AV,2,660.51205562,213620,252694,Fall15
"LINESTRING (-73.8843948341029 40.83421084309658, -73.88339570906251 40.835884127231395)",52695,51132,BOONE AV,2,669.40254336,213620,252695,Fall15
"LINESTRING (-73.88339570906093 40.83588412813187, -73.8823404043729 40.83763787620512, -73.88230981317075 40.837685373088526, -73.88229227700434 40.83773840331814, -73.8822899501434 40.83779368229383, -73.8823029578356 40.83784745508264, -73.88232948964605 40.83789634297853)",52696,51133,BOONE AV,2,801.0424966,213620,252696,Fall15
"LINESTRING (-73.88979109264137 40.832090444448696, -73.88880290858734 40.83373758191409)",52698,51135,HOE AV,2,659.48076668,240120,252698,Fall15
"LINESTRING (-73.89087757745554 40.828629703127504, -73.89087299799652 40.83013600272006)",52700,51137,HOE AV,2,548.80171052,240120,252700,Fall15
"LINESTRING (-73.89023461681718 40.8210069235556, -73.89042042458146 40.823144194946835)",52706,51143,HOE AV,2,780.38192284,240120,252706,Fall15
"LINESTRING (-73.8868188670258 40.83706535619202, -73.88615568584628 40.838220515014946)",52708,51145,HOE AV,2,459.13442388,240120,252708,Fall15
"LINESTRING (-73.88601262756342 40.82823853133039, -73.88614445250718 40.828447117319975, -73.88640993392967 40.8300588250462)",52720,51157,BOONE AV,2,676.08144236,213620,252720,Fall15
"LINESTRING (-73.88843362605525 40.82193238256713, -73.8885482487421 40.823237826262904)",52792,51228,BRYANT AV,2,476.67739222,216120,252792,Fall15
"LINESTRING (-73.88854824755519 40.82323782716224, -73.8886054827365 40.82392111973857, -73.88861266742238 40.824006898960015, -73.88862015199243 40.824096247136495, -73.88862832575764 40.82419383011549, -73.88864371220981 40.824377522815624, -73.88865118172843 40.82446670617917, -73.88865911734922 40.82456143344619, -73.88866682751606 40.82465347251201, -73.88868173770459 40.82483145468626, -73.8886894456098 40.82492346582883, -73.88871104919556 40.82518138069475)",52793,51229,BRYANT AV,2,709.53955058,216120,252793,Fall15
"LINESTRING (-73.88871104919556 40.82518138069475, -73.88872218477677 40.82530784361938, -73.88874834044907 40.82560493173495, -73.8887537640381 40.82566653090306, -73.88875917834025 40.82572801839979, -73.8887638643723 40.825781242240794, -73.88876825143734 40.825831063718454, -73.88877279323607 40.82588264311312, -73.8888058051864 40.826257583882224)",52794,51230,BRYANT AV,2,392.97581584,216120,252794,Fall15
"LINESTRING (-73.88880580637334 40.826257582982876, -73.88885046150645 40.82676859448069)",52795,51231,BRYANT AV,2,186.58997252,216120,252795,Fall15
"LINESTRING (-73.88885046150645 40.82676859448069, -73.88894446075325 40.827981986169235)",52796,51232,BRYANT AV,2,442.84768133,216120,252796,Fall15
"LINESTRING (-73.88894446075325 40.827981986169235, -73.88899935580692 40.82878098584037)",52797,51233,BRYANT AV,2,291.50103743,216120,252797,Fall15
"LINESTRING (-73.88899935580692 40.82878098584037, -73.88898205331493 40.829814801150164)",52798,51234,BRYANT AV,2,376.68726942,216120,252798,Fall15
"LINESTRING (-73.88898205212791 40.82981480204951, -73.88896499063621 40.830022592968206, -73.88808081233758 40.83150162139014)",52799,51235,BRYANT AV,2,667.66843641,216120,252799,Fall15
"LINESTRING (-73.88808081233908 40.831501620489654, -73.88709481823902 40.83315189737326)",52800,51236,BRYANT AV,2,660.27214888,216120,252800,Fall15
"LINESTRING (-73.88709481823902 40.83315189737326, -73.88611054820339 40.83480534586458)",52801,51237,BRYANT AV,2,661.12508341,216120,252801,Fall15
"LINESTRING (-73.88794800272395 40.83344670505954, -73.88722223299926 40.83466066078128, -73.88719586489391 40.834704762840964, -73.88716834700311 40.83475078812684, -73.8871403213739 40.834797663876564, -73.8871139484007 40.834841775817274, -73.88709079637204 40.83488049964285, -73.88696214469314 40.8350956837181)",52814,51250,VYSE AV,2,659.82269305,272320,252814,Fall15
"LINESTRING (-73.88991106508628 40.83012419247505, -73.88893624162387 40.831798116072896)",52816,51252,VYSE AV,2,666.87258106,272320,252816,Fall15
"LINESTRING (-73.88993556825694 40.82870552113762, -73.88991106508628 40.83012419247505)",52817,51253,VYSE AV,2,516.91856965,272320,252817,Fall15
"LINESTRING (-73.88596418345766 40.83676945829859, -73.88461237176372 40.83905599165068, -73.88462760410066 40.839105353967824)",52820,51256,VYSE AV,2,931.66526949,272320,252820,Fall15
"LINESTRING (-73.99957943660226 40.61366941198323, -74.00015898282605 40.61311037726933)",52841,51277,17 AV,3,259.56186089,306780,352841,Fall15
"LINESTRING (-73.99899969396606 40.61422828074723, -73.99957943660226 40.61366941198323)",52842,51278,17 AV,3,259.54790327,306780,352842,Fall15
"LINESTRING (-73.99837308469492 40.61483178382396, -73.99899969396606 40.61422828074723)",52843,51279,17 AV,3,280.37326266,306780,352843,Fall15
"LINESTRING (-73.99774601502438 40.615435770620536, -73.99837308469492 40.61483178382396)",52844,51280,17 AV,3,280.58953894,306780,352844,Fall15
"LINESTRING (-73.99716586233744 40.61599523337591, -73.99774601502438 40.615435770620536)",52845,51281,17 AV,3,259.7854543,306780,352845,Fall15
"LINESTRING (-73.99658204835401 40.616554738088574, -73.99716586233744 40.61599523337591)",52846,51282,17 AV,3,260.42816934,306780,352846,Fall15
"LINESTRING (-73.99600132090411 40.61711187154219, -73.99658204835401 40.616554738088574)",52847,51283,17 AV,3,259.21776177,306780,352847,Fall15
"LINESTRING (-73.9954175464113 40.61767238786662, -73.99600132090411 40.61711187154219)",52848,51284,17 AV,3,260.70819294,306780,352848,Fall15
"LINESTRING (-74.00073817551565 40.61255472646387, -73.99831345591097 40.6110836880483)",52949,51385,79 ST,3,860.49460157,310530,352949,Fall15
"LINESTRING (-74.00834130627226 40.67329787161857, -74.00862801704758 40.67266439122384)",52971,51407,COLUMBIA ST,3,244.11359336,328430,352971,Fall15
"LINESTRING (-74.0086280170477 40.67266439212433, -74.00898332118216 40.671968158631145, -74.00912811645179 40.67175821011773)",52972,51408,COLUMBIA ST,3,358.52757496,328430,352972,Fall15
"LINESTRING (-74.0086280170477 40.67266439212433, -74.00845130381671 40.671823702268874, -74.00943347273612 40.66980403385695)",52973,51409,COLUMBIA ST,3,1094.82982035,328430,352973,Fall15
"LINESTRING (-74.01417832444199 40.67626355959882, -74.01480313637387 40.675731168602574)",53054,51488,VAN BRUNT ST,3,260.11368885,386730,353054,Fall15
"LINESTRING (-74.01480313637387 40.675731168602574, -74.01542486316482 40.67519900872523)",53055,51489,VAN BRUNT ST,3,259.48221296,386730,353055,Fall15
"LINESTRING (-74.0006268703844 40.61339464405944, -74.00015898282605 40.61311037726933)",53149,51582,78 ST,3,166.13597708,310480,353149,Fall15
"LINESTRING (-74.00015898282605 40.61311037726933, -73.99773894660419 40.61164970081573)",53150,51583,78 ST,3,857.1241657,310480,353150,Fall15
"LINESTRING (-74.00992062632471 40.67529933801081, -74.01003506600233 40.675377518890876, -74.0114124725753 40.676318475304996)",53205,51638,WOLCOTT ST,3,555.9707238,394030,353205,Fall15
"LINESTRING (-74.01068243994357 40.672929762714816, -74.01180312387218 40.67368961588711)",53331,51763,VAN DYKE ST,3,416.26595936,386930,353331,Fall15
"LINESTRING (-73.88538060404306 40.83255976083107, -73.88472985177634 40.83233503302928)",54402,52797,E 172 ST,2,197.82203709,226820,254402,Fall15
"LINESTRING (-73.88709481823902 40.83315189737326, -73.88624251114452 40.83285453581753)",54404,52799,E 172 ST,2,259.54954135,226820,254404,Fall15
"LINESTRING (-73.88794800272395 40.83344670505954, -73.88709481823902 40.83315189737326)",54405,52800,E 172 ST,2,259.38259758,226820,254405,Fall15
"LINESTRING (-73.88880290858734 40.83373758191409, -73.88875585888879 40.83372157346784, -73.88794800272395 40.83344670505954)",54406,52801,E 172 ST,2,259.22651953,226820,254406,Fall15
"LINESTRING (-73.89150554359091 40.834662424784916, -73.89064772320715 40.834376806148384)",54409,52804,E 172 ST,2,259.18452753,226820,254409,Fall15
"LINESTRING (-73.89204516793498 40.83571831988803, -73.89163025816535 40.834734491566714, -73.89150554359091 40.834662424784916)",54410,52805,E 172 ST,2,419.74809182,226820,254410,Fall15
"LINESTRING (-73.84969835785074 40.82617455738719, -73.84663620497487 40.82658488015075)",54668,53059,QUIMBY AV,2,860.55149404,260220,254668,Fall15
"LINESTRING (-73.85276136450435 40.82577322242375, -73.84969835785074 40.82617455738719)",54669,53060,QUIMBY AV,2,860.22675529,260220,254669,Fall15
"LINESTRING (-73.84663620378942 40.82658488014917, -73.84620128442712 40.826644472108576, -73.84358503155326 40.82700294382294)",54671,53062,QUIMBY AV,2,858.04977037,260220,254671,Fall15
"LINESTRING (-73.84953036214677 40.836639918405616, -73.84878144763375 40.83727089733817)",54701,53092,LYON AV,2,309.50686287,247720,254701,Fall15
"LINESTRING (-73.85013408292316 40.83613447312067, -73.84953036214677 40.836639918405616)",54702,53093,LYON AV,2,248.63713524,247720,254702,Fall15
"LINESTRING (-73.85053443211828 40.83579398502663, -73.85013408292316 40.83613447312067)",54703,53094,LYON AV,2,166.31861728,247720,254703,Fall15
"LINESTRING (-73.85207006031096 40.83562530212738, -73.85053443211828 40.83579398502663)",54704,53095,LYON AV,2,429.35474004,247720,254704,Fall15
"LINESTRING (-73.84878144763375 40.83727089733817, -73.8481584776247 40.83779584186716)",54705,53096,LYON AV,2,257.47720818,247720,254705,Fall15
"LINESTRING (-73.99983114325396 40.606536743095326, -74.00045724795658 40.60593448239101)",54927,53315,19 AV,3,279.94449284,306980,354927,Fall15
"LINESTRING (-73.99924872223701 40.60709579361841, -73.99983114325396 40.606536743095326)",54928,53316,19 AV,3,260.07201607,306980,354928,Fall15
"LINESTRING (-73.9986671055376 40.607656687237515, -73.99924872223701 40.60709579361841)",54929,53317,19 AV,3,260.45879204,306980,354929,Fall15
"LINESTRING (-73.99808518487613 40.608216642235085, -73.99839539607558 40.60791814029951, -73.9986671055376 40.607656687237515)",54930,53318,19 AV,3,260.24203739,306980,354930,Fall15
"LINESTRING (-73.99750245219063 40.60877541185278, -73.99808518605774 40.6082166413346)",54931,53319,19 AV,3,260.04382551,306980,354931,Fall15
"LINESTRING (-73.99692222537395 40.60933469365023, -73.99750245219063 40.60877541185278)",54932,53320,19 AV,3,259.75643612,306980,354932,Fall15
"LINESTRING (-73.99710232529844 40.63712626275326, -73.9948935990394 40.63579063534083)",54983,53371,50 ST,3,782.67450912,309080,354983,Fall15
"LINESTRING (-73.99484601081862 40.63576147441425, -73.9927003502599 40.634466718061134)",54985,53373,50 ST,3,759.71717727,309080,354985,Fall15
"LINESTRING (-73.9927003502599 40.634466718061134, -73.99049724846124 40.63313684152571)",54986,53374,50 ST,3,780.16849754,309080,354986,Fall15
"LINESTRING (-73.99049724846124 40.63313684152571, -73.98829657537517 40.63180388807647)",54987,53375,50 ST,3,780.34703232,309080,354987,Fall15
"LINESTRING (-73.98829657537517 40.63180388807647, -73.9860935421818 40.630477177647045)",54988,53376,50 ST,3,779.45668869,309080,354988,Fall15
"LINESTRING (-74.01542486316482 40.67519900872523, -74.01665215562183 40.67603061618136)",54999,53386,BEARD ST,3,455.72761237,318330,354999,Fall15
"LINESTRING (-74.00019136604234 40.614950384778815, -73.99899969396606 40.61422828074723)",55015,53402,76 ST,3,422.69894369,310380,355015,Fall15
"LINESTRING (-73.99899969396606 40.61422828074723, -73.99659876132782 40.612781078530865)",55016,53403,76 ST,3,849.90987241,310380,355016,Fall15
"LINESTRING (-73.9954175464113 40.61767238786662, -73.99308129922416 40.616259912279595)",55051,53437,70 ST,3,827.95023607,310030,355051,Fall15
"LINESTRING (-73.99787125307623 40.61915415807979, -73.9954175464113 40.61767238786662)",55052,53438,70 ST,3,869.17586584,310030,355052,Fall15
"LINESTRING (-73.994543400786 40.66725340611498, -73.9922999946953 40.666169092848605)",55096,53482,16 ST,3,737.1554526,306730,355096,Fall15
"LINESTRING (-73.98273252331548 40.66153948379762, -73.98037233194015 40.6603983851345)",55098,53484,16 ST,3,775.64378704,306730,355098,Fall15
"LINESTRING (-73.97801469042483 40.65925704025275, -73.97664238971517 40.65859415162686, -73.97611012938518 40.65833703755252, -73.97565261357929 40.6581160250599)",55100,53485,16 ST,3,776.0878923,306730,355100,Fall15
"LINESTRING (-73.97565261357961 40.65811602415939, -73.97404458256038 40.657347252585076)",55101,53486,16 ST,3,526.78765503,306730,355101,Fall15
"LINESTRING (-73.98563745093634 40.6584830529121, -73.98622761299158 40.65792048226246)",55171,53553,8 AV,3,262.33652772,305880,355171,Fall15
"LINESTRING (-73.98645717278208 40.597478926269254, -73.98730076566297 40.59666530141651, -73.9874495409044 40.596521810482606, -73.98755394668927 40.59642110739107, -73.98780784663029 40.59617621947613, -73.98822326583283 40.59577554013353)",55235,53612,BAY 40 ST,3,791.00079288,317080,355235,Fall15
"LINESTRING (-73.85242086917495 40.82432395989508, -73.85258902668802 40.82504437433431)",56094,54456,OLMSTEAD AV,2,266.56743397,255720,256094,Fall15
"LINESTRING (-73.85258902668802 40.82504437433431, -73.85276136450435 40.82577322242375)",56095,54457,OLMSTEAD AV,2,269.79529572,255720,256095,Fall15
"LINESTRING (-73.85276136450435 40.82577322242375, -73.8529229564333 40.826482153682704)",56096,54458,OLMSTEAD AV,2,262.13256179,255720,256096,Fall15
"LINESTRING (-73.8524793901414 40.83778428684616, -73.85152478338955 40.83788565440408, -73.85144447166012 40.83795163920763)",56105,54467,ST RAYMONDS AVENUE,2,299.4547078,266320,256105,Fall15
"LINESTRING (-73.85144447166012 40.83795163920763, -73.85067828155064 40.83857418843359)",56106,54468,ST RAYMONDS AVENUE,2,310.47432601,266320,256106,Fall15
"LINESTRING (-73.85067828155064 40.83857418843359, -73.85004170285634 40.83909374944199)",56107,54469,ST RAYMONDS AVENUE,2,258.57168372,266320,256107,Fall15
"LINESTRING (-73.85144447166012 40.83795163920763, -73.85211472695808 40.838413165768785)",56199,54560,GLOVER ST,2,250.34304074,235920,256199,Fall15
"LINESTRING (-73.8510079837756 40.837647455429725, -73.85144447166012 40.83795163920763)",56200,54561,GLOVER ST,2,163.92054373,235920,256200,Fall15
"LINESTRING (-73.8507860184669 40.83748790785443, -73.8510079837756 40.837647455429725)",56201,54562,GLOVER ST,2,84.56618809,235920,256201,Fall15
